Gene_Symbol	logFC	pv
ANAPC11	0.628807524	0.00001
METTL9	0.691961042	0.00001
POGLUT2	1.084103013	0.00001
CYP7B1	1.270479354	0.00001
KDELR1	0.649141232	0.00001
TMSB4X	0.201768862	0.00001
SASS6	3.808600196	0.00001
BHLHB9	1.31944684	0.00001
RPL15	0.18888582	0.00001
PCK2	1.180870678	0.00001
CXCL12	0.819700814	0.00001
HDGFL2	0.87109175	0.00001
PRDX6	0.749869285	0.00001
RGS19	0.757964058	0.00001
GPS1	0.720854355	0.00001
HNRNPC	0.867949615	0.00001
SINHCAF	1.66818764	0.00001
FBN2	1.935043292	0.00001
TCF19	4.55115791	0.00001
TAF9B	1.775120385	0.00001
HAUS8	1.866856752	0.00001
CWC15	0.827148909	0.00001
SPECC1	2.990454051	0.00001
STT3A	0.589450227	0.00001
CTPS1	1.275931245	0.00001
ADGRL2	2.503683305	0.00001
FXN	0.899013405	0.00001
CDK4	0.985811723	0.00001
ATP5MF	0.493403163	0.00001
ADAMTS14	2.33935171	0.00001
GINS4	1.265479035	0.00001
COPS3	0.700854639	0.00001
ANGPTL2	1.371392674	0.00001
CASP6	1.537682038	0.00001
TMEM263	0.912773413	0.00001
CCDC167	0.893453097	0.00001
AIMP1	0.807896499	0.00001
PPIH	1.022233921	0.00001
TYMS	2.668012792	0.00001
TCP1	0.684495982	0.00001
E2F3	1.019712577	0.00001
PSMB7	0.652743499	0.00001
MTHFSD	1.062073838	0.00001
DESI1	0.965549759	0.00001
RRM1	2.917719462	0.00001
GPAT4	0.715131874	0.00001
USP1	0.880606406	0.00001
DNPH1	3.031186747	0.00001
RBL1	2.659467976	0.00001
ZSWIM6	0.715287262	0.00001
CCNE1	17.02640049	0.00001
SNX8	1.195338322	0.00001
MAD2L1	3.657979656	0.00001
FARSB	0.867537506	0.00001
CHST11	1.002647219	0.00001
SIVA1	1.545020224	0.00001
HPF1	1.016482125	0.00001
STMN1	6.065890322	0.00001
PDLIM4	3.785598698	0.00001
MRPL28	0.79302111	0.00001
NEK6	0.93863373	0.00001
RFC5	2.282734987	0.00001
PIK3R3	1.805474737	0.00001
MMP14	0.657656998	0.00001
PLK2	2.432284581	0.00001
FUOM	1.270844992	0.00001
E2F8	14.59996342	0.00001
CCNG1	0.831144284	0.00001
NUDT1	1.463927983	0.00001
FOXC2	1.602752614	0.00001
CDCA2	5.688834343	0.00001
PDK3	1.485178595	0.00001
PRELID2	2.081141858	0.00001
STAT1	1.221017938	0.00001
DES	2.262083381	0.00001
P3H1	0.862529169	0.00001
CNN2	1.518645073	0.00001
RNASEH2C	0.924632832	0.00001
SDHAF4	0.817756814	0.00001
PTRH2	1.189925683	0.00001
SPP1	3.193416522	0.00001
C1QB	2.424289636	0.00001
LIMD2	2.711219893	0.00001
H1-4	3.304261857	0.00001
YIF1B	0.631422105	0.00001
FCER1G	2.270896321	0.00001
PXYLP1	1.698868581	0.00001
TYROBP	1.876494438	0.00001
TPM1	1.423247866	0.00001
PFDN1	0.648369636	0.00001
PHF5A	0.706681049	0.00001
HMGCS1	0.944282266	0.00001
SERPIND1	1.766395682	0.00001
BCAM	1.810461058	0.00001
CNOT11	1.012171086	0.00001
PSIP1	0.881524372	0.00001
TPGS2	0.868250308	0.00001
CD44	0.738272819	0.00001
SMC2	2.820849461	0.00001
NUDT2	0.90886192	0.00001
ATAD5	4.861608722	0.00001
PGM1	1.092408312	0.00001
NONO	0.860061984	0.00001
FKBP11	1.477544317	0.00001
CRTAP	0.873980788	0.00001
GAS8	0.845781349	0.00001
LACTB	1.90267873	0.00001
TOP2A	8.025733916	0.00001
WEE1	2.048719377	0.00001
ITGB3BP	1.039458708	0.00001
DHX15	0.731590572	0.00001
BCAT1	1.311197675	0.00001
FLNB	0.814619435	0.00001
ZWILCH	3.879391401	0.00001
PDIA6	0.452454845	0.00001
P4HB	0.517262505	0.00001
DNAJC9	2.468587348	0.00001
PLEKHO1	2.450011823	0.00001
HBEGF	1.983923088	0.00001
SMARCA1	2.075646171	0.00001
PRIM2	1.982341463	0.00001
USP13	2.415470927	0.00001
BASP1	1.603023557	0.00001
MTHFD1L	0.885122341	0.00001
COX17	0.638889709	0.00001
CCT4	0.592550339	0.00001
MARCKSL1	3.488399848	0.00001
CHCHD5	0.933029072	0.00001
POLA2	2.924989645	0.00001
TIPIN	1.133390012	0.00001
RBMXL1	0.865877978	0.00001
AP2S1	0.735326832	0.00001
NHSL1	1.388622389	0.00001
PTPRN	17.99563272	0.00001
CFL1	0.323716209	0.00001
RFC3	2.257249423	0.00001
SLC20A1	1.232921027	0.00001
RRN3	1.031824384	0.00001
GOLM1	1.928256109	0.00001
ADAM19	0.814722682	0.00001
ERH	0.90592651	0.00001
HAUS1	1.949397725	0.00001
DCP2	1.266900937	0.00001
GINS3	1.710697866	0.00001
CEP128	1.89148465	0.00001
MTPN	0.815872419	0.00001
MYO1B	1.129285897	0.00001
NANS	0.874439677	0.00001
DTL	4.813086182	0.00001
AIMP2	0.836087399	0.00001
WDHD1	3.40355486	0.00001
CASP7	1.160834288	0.00001
NCAPG2	2.44524421	0.00001
CDKN2A	14.86274653	0.00001
CDC6	5.088077679	0.00001
FAM98A	1.173443238	0.00001
CDK2	3.705846895	0.00001
ATP5IF1	1.011003258	0.00001
CHAF1B	4.99398804	0.00001
DHRS13	1.903377227	0.00001
DDIT4L	17.54625262	0.00001
RNASEH2B	1.610718458	0.00001
TSPAN4	0.736013511	0.00001
LAGE3	0.781307896	0.00001
NRP2	2.017258137	0.00001
ARL2	0.84071511	0.00001
RCBTB2	1.076831312	0.00001
KDELR3	0.631251766	0.00001
B4GALNT1	1.711130198	0.00001
MRPL11	0.814474076	0.00001
GAPDH	0.553208677	0.00001
POLR2A	0.888241566	0.00001
BAK1	1.143692659	0.00001
FAM110B	1.014595865	0.00001
HINT3	0.883464716	0.00001
TMEM176A	1.530264814	0.00001
MRPL19	0.887602164	0.00001
SSR3	0.719155651	0.00001
IPO9	0.983351824	0.00001
S100A4	1.131256432	0.00001
THEM6	1.170882377	0.00001
RAP1GAP2	1.715557617	0.00001
PMVK	2.718430222	0.00001
RAD54L	4.68393557	0.00001
AARSD1	0.683235199	0.00001
HAT1	1.428332988	0.00001
ARMCX2	0.917476798	0.00001
NAA38	0.821493902	0.00001
EVA1B	0.676231931	0.00001
LSM8	0.77999719	0.00001
DUT	2.004630365	0.00001
TUBB4A	0.532083852	0.00001
DZIP1L	1.97212549	0.00001
TOMM70	0.762274115	0.00001
BMP1	0.936827174	0.00001
EIF2B1	0.703112545	0.00001
RCC1	1.378603996	0.00001
ERI1	1.154005656	0.00001
TXNL1	0.707039892	0.00001
LFNG	3.509585735	0.00001
TDP2	0.950393591	0.00001
BRIP1	3.374492959	0.00001
MDGA1	2.196663005	0.00001
AURKA	4.938580864	0.00001
COPG1	0.637826334	0.00001
PFDN4	0.663158688	0.00001
BHLHE41	1.560064805	0.00001
PRCP	1.167504807	0.00001
H2AZ2	0.978245495	0.00001
MORC4	1.747343802	0.00001
CHST2	2.20396189	0.00001
